raw_product,dc,on_hand_units,demand_forecast,safety_stock,sku,utilization,velocity,inv_cluster,region,in_transit_units,safety_stock_level,max_stock_level,days_of_supply,carrying_cost_per_unit,last_replenishment_date
Invincible 3,Greater China DC - 03,38387.45968647709,42226.205655124795,5758.118952971563,NK-IV-3-9130,60.10688163639901,4.059496821582513,1,Greater China,8993.327397328369,5758.118952971563,95968.64921619272,21,3.1500679436293746,2026-03-18
Dri-FIT Running Shirt M,APLA DC - 03,27931.697375175776,30724.867112693355,4189.754606276366,NK-RA-RM-4405,72.1665881632144,4.693967073014625,2,APLA,8085.4726986643,4189.754606276366,69829.24343793944,24,4.380478738618148,2026-03-15
ACG Mountain Fly,EMEA DC - 03,7623.713911724097,8386.085302896507,1143.5570867586146,NK-AP-ACG-5414,65.05547259089911,4.0725464004854555,2,EMEA,2869.7133437170137,1143.5570867586146,19059.28477931024,35,2.9163607358932495,2026-03-16
ACG Mountain Fly,EMEA DC - 01,49345.885343601425,54280.47387796157,7401.882801540213,NK-AP-ACG-7753,62.45232520232677,1.0379430441508448,3,EMEA,15029.539078514706,7401.882801540213,123364.71335900357,31,2.683616942512617,2026-03-18
Dri-FIT Running Shirt M,APLA DC - 03,16148.153343389671,17762.96867772864,2422.2230015084506,NK-RA-RM-1551,65.22435688615242,1.369556447395226,2,APLA,2717.243953516428,2422.2230015084506,40370.38335847418,29,3.651067018429132,2026-03-18
LeBron XXI,Greater China DC - 01,31103.135274742785,34213.44880221706,4665.470291211417,NK-BK-L21-9932,66.89433613333816,3.855954215826284,1,Greater China,12251.416368094075,4665.470291211417,77757.83818685696,42,3.044128707221115,2026-03-11
Element Crew Top,Greater China DC - 02,46899.55087431013,51589.505961741146,7034.932631146519,NK-AP-ECT-9027,65.90773238197637,4.534289899855379,1,Greater China,11335.531629935254,7034.932631146519,117248.87718577533,32,2.8737469530152318,2026-03-14
Sportswear Icon Clash,APLA DC - 02,24873.469139180437,27360.816053098482,3731.0203708770655,NK-AP-IC-4712,78.24302794938698,1.618594925553559,2,APLA,9412.271399098436,3731.0203708770655,62183.67284795109,17,2.2678409038728464,2026-03-19
Blazer Mid '77,EMEA DC - 01,37276.06091961522,41003.66701157675,5591.409137942283,NK-BZ-77-7007,66.19410788452942,4.704012288331347,3,EMEA,8102.0925881346,5591.409137942283,93190.15229903805,56,4.224681139910553,2026-03-18
LeBron XXI,EMEA DC - 02,20377.45200761674,22415.197208378413,3056.617801142511,NK-BK-L21-8334,82.54160058578493,1.4648011929023594,1,EMEA,3795.614076159326,3056.617801142511,50943.63001904185,16,1.9230290801971042,2026-03-12
Dri-FIT Running Shirt M,North America DC - 03,27217.190177419983,29938.909195161985,4082.5785266129974,NK-RA-RM-4228,73.34917861733067,3.742878274734799,3,North America,9523.880428692735,4082.5785266129974,68042.97544354996,53,3.1335804306179327,2026-03-11
Storm-FIT Jacket,EMEA DC - 01,3524.8048230640607,3877.285305370467,528.7207234596091,NK-AP-SFJ-9312,68.35184264736868,0.9222855475544964,3,EMEA,1353.344378270632,528.7207234596091,8812.012057660151,27,2.005451400019195,2026-03-19
Metcon 9 Amp,Greater China DC - 03,13497.566540582047,14847.323194640254,2024.634981087307,NK-MT-9-7333,69.68914245522949,4.311703025032267,1,Greater China,5327.860900335084,2024.634981087307,33743.91635145512,29,3.6977918192904995,2026-03-17
Court Vision Low,EMEA DC - 01,32691.576102104147,35960.73371231456,4903.736415315622,NK-CV-L-3118,69.29612806202384,2.788172704296243,3,EMEA,9823.968801136894,4903.736415315622,81728.94025526037,11,4.117134274842048,2026-03-13
Element Crew Top,EMEA DC - 02,29393.221960901483,32332.544156991633,4408.983294135222,NK-AP-ECT-2168,82.6179653261177,0.8744953141795273,2,EMEA,10633.03274251699,4408.983294135222,73483.0549022537,47,3.162440543849831,2026-03-12
ACG Mountain Fly,Greater China DC - 02,14937.039448822918,16430.743393705212,2240.5559173234374,NK-AP-ACG-7753,66.4435534675909,1.7363541420069146,1,Greater China,4775.78289251485,2240.5559173234374,37342.598622057296,45,2.004322908324249,2026-03-15
Storm-FIT Jacket,EMEA DC - 02,33016.89531273398,36318.584844007375,4952.534296910097,NK-AP-SFJ-1621,60.31275318091977,2.2681250016340724,2,EMEA,10444.78036800085,4952.534296910097,82542.23828183494,56,3.8538260702808893,2026-03-14
Element Crew Top,EMEA DC - 02,45656.89569470242,50222.58526417267,6848.534354205362,NK-AP-ECT-9927,88.29559332604641,2.9488109882540208,3,EMEA,7562.336422032009,6848.534354205362,114142.23923675605,31,1.6485531737888466,2026-03-14
Jordan Stay Loyal 3,APLA DC - 01,22293.644821075603,24523.009303183164,3344.04672316134,NK-JD-SL3-9317,89.26096228391724,4.179814780160277,1,APLA,8871.016582516415,3344.04672316134,55734.11205268901,12,4.400874216987211,2026-03-14
Air Max 90,North America DC - 02,18224.58801268154,20047.046813949695,2733.688201902231,NK-AM-90-8199,63.61130193810465,2.8781046564939565,1,North America,5353.1607652168,2733.688201902231,45561.47003170385,44,3.1586972999599263,2026-03-16
Yoga Luxe Leggings,North America DC - 02,5171.946798678914,5689.141478546806,775.7920198018371,NK-AP-YLL-1021,81.34561324418115,4.326761784284658,3,North America,1344.1068077805824,775.7920198018371,12929.866996697285,13,3.8711802937990902,2026-03-18
Dri-FIT Running Shirt W,North America DC - 03,11368.501998604354,12505.35219846479,1705.275299790653,NK-RA-RW-1487,72.57506634815017,2.133340476476818,2,North America,1910.3876219167514,1705.275299790653,28421.254996510885,60,1.6902912863898671,2026-03-14
Pro Dri-FIT Tight,APLA DC - 01,8987.557775268313,9886.313552795145,1348.133666290247,NK-AP-PDF-7826,78.52621971580528,4.10467002454163,1,APLA,2853.7739031873807,1348.133666290247,22468.894438170784,20,1.864441458234528,2026-03-16
Element Crew Top,APLA DC - 03,1041.2623206092226,1145.388552670145,156.18934809138338,NK-AP-ECT-4074,84.46894415767,1.341755550993062,2,APLA,207.48283852074348,156.18934809138338,2603.1558015230567,43,4.03454641960986,2026-03-16
Blazer Mid '77,Greater China DC - 02,24493.013076640913,26942.314384305006,3673.951961496137,NK-BZ-77-9236,86.5488985762421,3.173939615241043,3,Greater China,5288.230424598169,3673.951961496137,61232.53269160228,60,4.481289735553322,2026-03-11
React Phantom Run 3,North America DC - 03,36625.40788340794,40287.94867174874,5493.811182511191,NK-RT-3-2037,83.83725730689079,2.714049587832888,3,North America,13985.890990454205,5493.811182511191,91563.51970851986,38,2.896687508563116,2026-03-10
Air Max Plus,EMEA DC - 02,35892.87464080558,39482.16210488614,5383.931196120837,NK-AM-PLS-9659,83.30731695476115,2.88496601817418,2,EMEA,6597.9909881489275,5383.931196120837,89732.18660201396,46,2.3669355988401124,2026-03-17
Pro Dri-FIT Tight,APLA DC - 03,36884.126295425616,40572.53892496818,5532.618944313842,NK-AP-PDF-8565,88.94223875676732,2.387469377065212,1,APLA,4194.778595974499,5532.618944313842,92210.31573856404,55,3.84066877369024,2026-03-15
Air Max Plus,North America DC - 02,13629.430423057274,14992.373465363004,2044.4145634585911,NK-AM-PLS-1194,62.64931770415339,1.8871710288311012,2,North America,4523.114115640247,2044.4145634585911,34073.576057643186,39,2.8661574556450775,2026-03-18
Sportswear Icon Clash,Greater China DC - 02,42476.36919974484,46724.00611971933,6371.455379961726,NK-AP-IC-9132,79.54803570383899,3.0186899418081063,3,Greater China,7970.1727958887595,6371.455379961726,106190.9229993621,46,1.6572620369017668,2026-03-19
Element Crew Top,Greater China DC - 03,45647.265765674834,50211.99234224232,6847.089864851225,NK-AP-ECT-2690,78.96046103141653,2.030397991350831,3,Greater China,16230.704387317413,6847.089864851225,114118.16441418708,26,4.19826981822283,2026-03-14
Air Max 270,APLA DC - 03,35578.77883422671,39136.656717649385,5336.816825134006,NK-AM-270-2289,71.22141566170818,3.001725304916556,2,APLA,13828.779954979993,5336.816825134006,88946.94708556678,18,3.620291473684386,2026-03-15
Element Crew Top,EMEA DC - 02,49914.401771105906,54905.841948216505,7487.160265665885,NK-AP-ECT-6563,63.60912322440896,3.2070742646811357,3,EMEA,14926.723824428194,7487.160265665885,124786.00442776477,45,2.076570771558888,2026-03-18
ACG Mountain Fly,EMEA DC - 02,15645.99975923501,17210.599735158514,2346.8999638852515,NK-AP-ACG-4370,67.45911109718594,3.4656309751535996,1,EMEA,5858.614163405335,2346.8999638852515,39114.99939808752,40,3.0918038651675572,2026-03-18
Pro Dri-FIT Tight,Greater China DC - 02,41559.165684732245,45715.08225320547,6233.874852709837,NK-AP-PDF-6347,89.14428672712415,2.592538716279007,2,Greater China,9378.376113308992,6233.874852709837,103897.91421183062,57,3.945247685281215,2026-03-13
Blazer Mid '77,North America DC - 03,27787.127783055566,30565.840561361125,4168.069167458335,NK-BZ-77-3357,83.60083059114106,4.559717693729731,2,North America,4173.001125810359,4168.069167458335,69467.81945763892,18,3.543475440842034,2026-03-14
KD16,EMEA DC - 01,27193.66557322027,29913.0321305423,4079.0498359830403,NK-BK-KD16-8283,63.84625692718782,4.186692089460544,2,EMEA,4538.470165618986,4079.0498359830403,67984.16393305067,60,2.0697422316400313,2026-03-12
React Phantom Run 3,APLA DC - 01,35202.967468715746,38723.264215587325,5280.445120307361,NK-RT-3-9481,68.71190430361673,0.8791544606951441,2,APLA,3998.705567944175,5280.445120307361,88007.41867178936,27,3.934620819908912,2026-03-14
Element Crew Top,APLA DC - 01,39154.84741645592,43070.33215810152,5873.227112468388,NK-AP-ECT-4105,64.19625317083953,4.257429773919703,3,APLA,14970.890711905204,5873.227112468388,97887.1185411398,22,3.3786556346705137,2026-03-13
Dri-FIT Running Shirt M,North America DC - 01,31015.947704821832,34117.54247530402,4652.392155723274,NK-RA-RM-1186,79.93712654851566,1.3665264405128004,1,North America,5700.636128922876,4652.392155723274,77539.86926205458,25,4.495163928197081,2026-03-16
Blazer Mid '77,North America DC - 03,48065.94775422566,52872.54252964823,7209.892163133848,NK-BZ-77-5050,71.88463473174149,3.659189008477498,3,North America,5807.148292839345,7209.892163133848,120164.86938556415,20,2.0862742119896844,2026-03-12
Air Max 90,Greater China DC - 01,14454.826158887654,15900.30877477642,2168.223923833148,NK-AM-90-8307,77.8190568073249,1.2114257961340211,2,Greater China,1803.8119748179813,2168.223923833148,36137.065397219136,60,4.3354529409471,2026-03-10
Element Crew Top,North America DC - 03,29295.42433715992,32224.96677087591,4394.313650573988,NK-AP-ECT-4450,70.1691101881367,2.453765451105343,1,North America,4480.523294478499,4394.313650573988,73238.5608428998,44,2.327390122410331,2026-03-13
Tech Fleece Joggers M,Greater China DC - 02,12602.90163469087,13863.191798159958,1890.4352452036305,NK-AP-TJ-1482,84.95797716245497,4.535634050520528,3,Greater China,4784.365514056882,1890.4352452036305,31507.254086727175,57,2.638475063745194,2026-03-18
Jordan Stay Loyal 3,EMEA DC - 03,40943.71005635469,45038.08106199017,6141.556508453204,NK-JD-SL3-6270,75.5054654015661,0.6262380663724392,3,EMEA,8842.218206474101,6141.556508453204,102359.27514088673,41,3.44855071293899,2026-03-11
Pro Dri-FIT Tight,EMEA DC - 03,13233.086992850043,14556.39569213505,1984.9630489275064,NK-AP-PDF-7485,87.95743240008338,3.4759195418931013,2,EMEA,4201.588699090995,1984.9630489275064,33082.71748212511,27,3.143542083824628,2026-03-10
Metcon 9 Amp,Greater China DC - 01,36925.09743541743,40617.60717895918,5538.764615312614,NK-MT-9-2628,69.0730399679331,2.145325779025597,3,Greater China,13750.998105686269,5538.764615312614,92312.74358854358,21,4.078716370157935,2026-03-12
Dri-FIT Running Shirt W,North America DC - 03,40734.66019675289,44808.12621642819,6110.1990295129335,NK-RA-RW-9975,86.3549723458453,2.975840414832623,2,North America,12369.136494831824,6110.1990295129335,101836.65049188223,11,3.487151380788165,2026-03-15
Blazer Mid '77,Greater China DC - 03,39764.87370696354,43741.361077659894,5964.73105604453,NK-BZ-77-8766,69.20530294037829,2.6664598568081828,2,Greater China,11042.629638140854,5964.73105604453,99412.18426740885,54,3.240772408313027,2026-03-13
Court Vision Low,APLA DC - 02,13573.064047976384,14930.370452774025,2035.9596071964575,NK-CV-L-4116,67.35501718834027,1.130284341751141,1,APLA,3875.6657815143903,2035.9596071964575,33932.66011994096,48,4.32563858555129,2026-03-11
Dri-FIT Running Shirt M,EMEA DC - 01,30335.160399469012,33368.67643941592,4550.274059920352,NK-RA-RM-8463,71.27555220192394,3.7195903702761832,1,EMEA,8697.285169616158,4550.274059920352,75837.90099867253,49,2.431991284514219,2026-03-11
Sportswear Icon Clash,Greater China DC - 03,32380.520509765873,35618.57256074246,4857.078076464881,NK-AP-IC-9597,78.11164058535417,0.6217334493458646,2,Greater China,5683.395398437982,4857.078076464881,80951.30127441468,19,2.9091589119393415,2026-03-11
Jordan Stay Loyal 3,APLA DC - 01,37555.700482070126,41311.27053027714,5633.355072310519,NK-JD-SL3-6630,79.05410369512428,1.8321911159426203,1,APLA,9476.771267734857,5633.355072310519,93889.25120517531,27,2.845256763469866,2026-03-12
Jordan Stay Loyal 3,EMEA DC - 01,14529.205662058863,15982.126228264751,2179.3808493088295,NK-JD-SL3-7766,88.90825864757146,0.9558193295995978,1,EMEA,4250.538344079361,2179.3808493088295,36323.01415514716,20,4.293497950958264,2026-03-13
Ja 1,Greater China DC - 03,47203.32392611207,51923.65631872328,7080.49858891681,NK-BK-JA1-9115,87.31686240012039,2.570038020348171,3,Greater China,6037.098671355848,7080.49858891681,118008.30981528017,51,4.223723136164894,2026-03-17
Yoga Luxe Leggings,North America DC - 01,47314.492997861154,52045.94229764727,7097.173949679173,NK-AP-YLL-8857,68.50874924949063,4.764786433884369,1,North America,13123.046864617376,7097.173949679173,118286.23249465288,47,2.883334528341113,2026-03-18
Air Max Plus,EMEA DC - 02,13323.581573971993,14655.939731369193,1998.5372360957988,NK-AM-PLS-6892,61.343838310780704,2.5655822805418227,3,EMEA,3450.3735613575554,1998.5372360957988,33308.95393492998,24,2.1948667368943733,2026-03-12
Vaporfly 3,EMEA DC - 03,10080.56730236105,11088.624032597156,1512.0850953541576,NK-VF-3-3556,84.7539745888607,0.6287571311476521,2,EMEA,1072.0264407236739,1512.0850953541576,25201.418255902627,55,3.884641847750106,2026-03-11
Air Max 90,APLA DC - 01,40433.42445772162,44476.766903493786,6065.013668658244,NK-AM-90-7327,79.11915925660344,3.0657219085406706,2,APLA,15545.244483095452,6065.013668658244,101083.56114430405,37,3.67843621935945,2026-03-14
Dri-FIT Running Shirt M,APLA DC - 03,2883.928217098993,3172.321038808893,432.58923256484894,NK-RA-RM-8558,68.60297124137769,3.280072375338359,2,APLA,912.0796767982124,432.58923256484894,7209.820542747483,11,1.9630591687517651,2026-03-18
Storm-FIT Jacket,APLA DC - 02,34081.202973087995,37489.323270396795,5112.180445963199,NK-AP-SFJ-7542,80.68308786819591,2.533396642256688,1,APLA,8067.3485946519895,5112.180445963199,85203.00743271998,34,3.0249799117140546,2026-03-11
Tech Fleece Joggers M,North America DC - 03,45952.44029809857,50547.68432790843,6892.866044714785,NK-AP-TJ-2755,86.39349826439071,1.577858329118804,1,North America,11291.61968078446,6892.866044714785,114881.10074524643,57,2.0077596427412967,2026-03-11
Blazer Mid '77,EMEA DC - 02,6951.332959356101,7646.466255291712,1042.699943903415,NK-BZ-77-1712,82.29428067142578,3.7927278472144774,1,EMEA,1889.9122747687454,1042.699943903415,17378.332398390252,28,3.2649439664240876,2026-03-16
ACG Mountain Fly,APLA DC - 02,15842.857529500938,17427.143282451034,2376.4286294251406,NK-AP-ACG-7143,75.65944718993647,1.2635285045123559,2,APLA,5450.354419365864,2376.4286294251406,39607.14382375235,58,2.3956452080460977,2026-03-13
React Phantom Run 3,North America DC - 02,41500.328419105266,45650.361261015794,6225.049262865789,NK-RT-3-2762,83.79194245218002,3.567793616666052,1,North America,7135.65061310681,6225.049262865789,103750.82104776317,42,1.5975236240961683,2026-03-11
Storm-FIT Jacket,Greater China DC - 03,22765.52463251226,25042.07709576349,3414.828694876839,NK-AP-SFJ-9204,78.8527784596316,4.624162817906481,2,Greater China,5824.166410128458,3414.828694876839,56913.81158128065,27,2.798875592108865,2026-03-16
Sportswear Icon Clash,North America DC - 02,35830.46322717635,39413.509549893985,5374.569484076452,NK-AP-IC-6351,67.25524802197533,4.8243112464288895,2,North America,9015.41494387605,5374.569484076452,89576.15806794087,41,3.4585591674996046,2026-03-12
Sportswear Icon Clash,Greater China DC - 03,26542.571992898535,29196.82919218839,3981.38579893478,NK-AP-IC-4698,85.23009024045409,3.9276411165435987,3,Greater China,3128.717754299205,3981.38579893478,66356.42998224634,58,4.361167380985083,2026-03-15
Air Max Plus,APLA DC - 01,9258.746851596936,10184.621536756631,1388.8120277395403,NK-AM-PLS-8865,89.81761530836522,2.534678318055261,2,APLA,3696.342336028191,1388.8120277395403,23146.86712899234,29,3.983278000174723,2026-03-16
Yoga Luxe Leggings,North America DC - 03,45993.079988353194,50592.387987188515,6898.961998252979,NK-AP-YLL-8857,80.2234978223643,0.6381896264819431,3,North America,5844.906573570733,6898.961998252979,114982.69997088298,58,2.4567635132798618,2026-03-14
SB Dunk Low Pro,EMEA DC - 03,14763.277274182774,16239.605001601052,2214.491591127416,NK-SB-DLP-2571,62.19520864654685,4.585698970518579,1,EMEA,5139.647560819801,2214.491591127416,36908.193185456934,46,3.739835800590166,2026-03-19
Court Vision Low,North America DC - 02,28979.75011271563,31877.725123987195,4346.962516907344,NK-CV-L-9726,63.28681123365315,1.4449307392159303,2,North America,10810.411431453782,4346.962516907344,72449.37528178908,41,2.3521250405992267,2026-03-16
Air Zoom Pegasus 40,APLA DC - 01,25832.231207517456,28415.454328269203,3874.8346811276183,NK-ZP-40-3637,81.0043541121534,3.701039936135759,2,APLA,3913.823362410064,3874.8346811276183,64580.57801879364,56,2.431485944989911,2026-03-10
Jordan Stay Loyal 3,EMEA DC - 01,2697.8197058717487,2967.601676458924,404.6729558807623,NK-JD-SL3-4012,72.74600092380132,1.0292814530975956,3,EMEA,854.5134492529429,404.6729558807623,6744.549264679372,45,2.409078824347611,2026-03-13
Blazer Mid '77,EMEA DC - 02,24450.448547759308,26895.49340253524,3667.567282163896,NK-BZ-77-8052,88.989917022821,3.578357153095763,3,EMEA,7618.079527553612,3667.567282163896,61126.12136939827,35,2.9830733151829825,2026-03-17
Pro Dri-FIT Tight,APLA DC - 02,43828.228316707224,48211.05114837795,6574.234247506083,NK-AP-PDF-9289,62.54691018712823,0.9452920948877324,2,APLA,15475.070652261193,6574.234247506083,109570.57079176806,46,3.453519454029644,2026-03-12
Vaporfly 3,North America DC - 02,35519.63011179517,39071.59312297469,5327.944516769276,NK-VF-3-1335,74.36162468883377,2.896632782229198,2,North America,11787.744648131351,5327.944516769276,88799.07527948794,25,2.606907817433367,2026-03-10
Tech Fleece Joggers M,EMEA DC - 03,2648.6127605963866,2913.4740366560254,397.291914089458,NK-AP-TJ-6604,83.24139892854785,1.1734237643681364,3,EMEA,753.0731834650929,397.291914089458,6621.531901490966,11,2.2503919229920464,2026-03-11
SB Dunk Low Pro,EMEA DC - 01,16987.510737099677,18686.261810809647,2548.1266105649515,NK-SB-DLP-6895,68.35442500851141,3.1635119080246596,1,EMEA,6523.8508810364765,2548.1266105649515,42468.7768427492,26,1.5981893458195842,2026-03-12
Dri-FIT Running Shirt W,APLA DC - 02,2991.165495090113,3290.2820445991247,448.67482426351694,NK-RA-RW-8920,61.44282870277726,3.227188604170537,3,APLA,857.40101995874,448.67482426351694,7477.913737725283,54,2.2257344841533238,2026-03-15
Vaporfly 3,EMEA DC - 02,27566.304924353535,30322.935416788892,4134.94573865303,NK-VF-3-7441,74.98195933300906,4.220432432017969,1,EMEA,7000.987057030129,4134.94573865303,68915.76231088385,12,1.828975051512061,2026-03-16
LeBron XXI,APLA DC - 01,1938.7154459438884,2132.5869905382774,290.80731689158324,NK-BK-L21-4851,71.87939040694742,3.8903338330984507,3,APLA,350.41159118486735,290.80731689158324,4846.788614859721,22,3.730370240933757,2026-03-10
Air Max 270,EMEA DC - 01,13441.556763597715,14785.712439957488,2016.233514539657,NK-AM-270-3487,85.3324931487215,1.5872312042988685,3,EMEA,3397.123077039805,2016.233514539657,33603.89190899429,42,4.348119494933016,2026-03-18
Sportswear Icon Clash,APLA DC - 02,27815.27480480963,30596.802285290596,4172.291220721444,NK-AP-IC-3732,81.52498750521941,1.5091099490337305,3,APLA,10435.664417659525,4172.291220721444,69538.18701202408,30,2.320427440920693,2026-03-16
SB Dunk Low Pro,EMEA DC - 01,17154.449140342113,18869.894054376324,2573.167371051317,NK-SB-DLP-8054,77.67842794902369,4.078811590082539,3,EMEA,2726.848206996593,2573.167371051317,42886.12285085528,16,3.7517721081065694,2026-03-19
SB Dunk Low Pro,APLA DC - 03,43365.487215007466,47702.03593650822,6504.82308225112,NK-SB-DLP-7534,68.00735523630966,1.335209525431071,1,APLA,12013.942400045704,6504.82308225112,108413.71803751867,51,3.3006102632885796,2026-03-17
Ja 1,Greater China DC - 03,27168.332804751146,29885.16608522626,4075.2499207126716,NK-BK-JA1-5279,76.26832427219989,2.1649222935367467,2,Greater China,3481.5140186432836,4075.2499207126716,67920.83201187786,34,1.826815210973909,2026-03-17
Yoga Luxe Leggings,North America DC - 01,22325.12005906343,24557.632064969774,3348.7680088595143,NK-AP-YLL-2294,77.35395210966384,0.9309717262984019,2,North America,7420.974328032328,3348.7680088595143,55812.80014765857,31,3.4335650957021375,2026-03-11
Sportswear Icon Clash,APLA DC - 02,46498.99562392164,51148.895186313806,6974.849343588246,NK-AP-IC-8757,76.4097344359786,3.2360329943416195,2,APLA,17481.163478180293,6974.849343588246,116247.4890598041,58,2.506890589304005,2026-03-12
KD16,APLA DC - 02,46294.52359999275,50923.975959992036,6944.178539998913,NK-BK-KD16-6839,88.10465200539136,4.615145636079901,1,APLA,13458.005851570317,6944.178539998913,115736.30899998188,33,4.295335640567176,2026-03-19
Air Zoom Pegasus 40,APLA DC - 03,42566.721114965134,46823.39322646165,6385.0081672447695,NK-ZP-40-9167,74.98777307118586,0.6115040650520016,3,APLA,14022.678548309337,6385.0081672447695,106416.80278741283,29,3.6131002453175745,2026-03-14
Storm-FIT Jacket,EMEA DC - 01,32464.917517059628,35711.409268765594,4869.737627558944,NK-AP-SFJ-9914,89.71443650838194,2.701034297947824,1,EMEA,5959.518415968815,4869.737627558944,81162.29379264907,46,1.8871485099793115,2026-03-12
Air Max Plus,North America DC - 03,18122.823372039446,19935.10570924339,2718.4235058059166,NK-AM-PLS-5705,60.97388430019288,1.359225393160811,3,North America,3702.5001171774275,2718.4235058059166,45307.058430098616,31,2.429744858375685,2026-03-10
Dri-FIT Running Shirt M,EMEA DC - 02,15428.816433728309,16971.69807710114,2314.322465059246,NK-RA-RM-5599,77.5880000105483,4.720461243334621,3,EMEA,5817.611742634922,2314.322465059246,38572.04108432077,38,3.725306609503419,2026-03-10
Vaporfly 3,Greater China DC - 03,27618.524492858927,30380.376942144823,4142.7786739288385,NK-VF-3-8008,75.98704669264772,1.824042452127371,3,Greater China,6395.448442315267,4142.7786739288385,69046.31123214732,34,2.799171437298797,2026-03-10
Pro Dri-FIT Tight,North America DC - 01,39380.034182306495,43318.03760053715,5907.005127345974,NK-AP-PDF-2034,77.59025314777608,4.911731685691921,2,North America,9453.492660248628,5907.005127345974,98450.08545576624,17,1.8406589381805791,2026-03-14
Air Max 90,APLA DC - 02,38313.65753872279,42145.02329259508,5747.048630808419,NK-AM-90-7327,85.66296056646607,1.123270717089603,2,APLA,14315.97987689253,5747.048630808419,95784.14384680698,34,3.077454829517666,2026-03-11
Ja 1,APLA DC - 02,48722.95158702884,53595.246745731725,7308.442738054326,NK-BK-JA1-1283,84.7239968372794,3.4828453977661624,1,APLA,5672.135773399466,7308.442738054326,121807.37896757209,56,3.3115970758940634,2026-03-13
Dri-FIT Running Shirt W,North America DC - 02,16672.06060840234,18339.266669242574,2500.8090912603507,NK-RA-RW-5325,73.78185325707764,4.131475678627535,3,North America,3819.284603878316,2500.8090912603507,41680.15152100584,24,2.191705635694718,2026-03-11
Storm-FIT Jacket,North America DC - 02,28278.725516599734,31106.59806825971,4241.80882748996,NK-AP-SFJ-1123,63.36919349722936,0.8658464509108161,3,North America,3358.133990090139,4241.80882748996,70696.81379149933,23,3.400333254933792,2026-03-14
Yoga Luxe Leggings,Greater China DC - 02,13253.059205393414,14578.365125932756,1987.958880809012,NK-AP-YLL-3854,76.99928941435965,4.713629144232252,1,Greater China,2245.331911959798,1987.958880809012,33132.64801348354,52,3.2036518969042964,2026-03-17
Dri-FIT Running Shirt M,APLA DC - 01,16093.598119747943,17702.95793172274,2414.0397179621914,NK-RA-RM-1546,72.57939325816776,3.07310049780992,3,APLA,3039.82209366626,2414.0397179621914,40233.99529936986,40,1.9992035425833694,2026-03-17
Air Max 270,Greater China DC - 01,13140.236542244193,14454.260196468613,1971.035481336629,NK-AM-270-4470,87.60387086832925,2.0992207900365436,1,Greater China,1578.2114668327358,1971.035481336629,32850.59135561048,37,1.8260928565336556,2026-03-13
Ja 1,Greater China DC - 02,38767.28532712614,42644.01385983876,5815.092799068921,NK-BK-JA1-9641,60.4112135735896,4.204876752412341,1,Greater China,9201.23957770119,5815.092799068921,96918.21331781536,52,3.601610775492521,2026-03-11
Yoga Luxe Leggings,North America DC - 03,34259.6581480937,37685.623962903075,5138.948722214055,NK-AP-YLL-4161,63.83751414545069,3.429701251399776,1,North America,4272.868101819471,5138.948722214055,85649.14537023426,52,2.0974905300316258,2026-03-17
Metcon 9 Amp,North America DC - 03,26989.460073664268,29688.4060810307,4048.41901104964,NK-MT-9-3640,68.47600846452707,4.07053497644509,2,North America,6050.066221750752,4048.41901104964,67473.65018416067,58,2.9434586533340394,2026-03-15
ACG Mountain Fly,Greater China DC - 03,33348.474917525404,36683.32240927795,5002.27123762881,NK-AP-ACG-4267,66.81426102600491,1.3081720309808111,3,Greater China,10329.37699210211,5002.27123762881,83371.1872938135,40,4.41411073623626,2026-03-16
Element Crew Top,APLA DC - 02,14464.53044177164,15910.983485948806,2169.679566265746,NK-AP-ECT-4560,62.37929000560115,3.5168126698281377,1,APLA,5523.394294824553,2169.679566265746,36161.3261044291,11,4.03368537756101,2026-03-17
Court Vision Low,APLA DC - 01,11630.871193431463,12793.95831277461,1744.6306790147194,NK-CV-L-8176,78.51868755139212,1.6648122748419687,1,APLA,2548.2979624437858,1744.6306790147194,29077.17798357866,28,4.157316941618812,2026-03-18
Air Max 270,North America DC - 02,15473.42824440255,17020.771068842805,2321.0142366603823,NK-AM-270-3947,79.9987959015248,2.8288686090094535,2,North America,5150.115882273542,2321.0142366603823,38683.57061100638,28,2.5392634083601897,2026-03-16
ACG Mountain Fly,Greater China DC - 03,17711.73592604332,19482.90951864765,2656.7603889064976,NK-AP-ACG-2922,77.92201683739876,3.920978091367091,2,Greater China,6619.53900855703,2656.7603889064976,44279.339815108295,15,1.9765047321324785,2026-03-14
Dri-FIT Running Shirt M,APLA DC - 01,1893.473070394399,2082.820377433839,284.02096055915985,NK-RA-RM-8089,69.6715213425669,1.3974851715399375,3,APLA,325.0882988374372,284.02096055915985,4733.682675985998,54,1.7329417131217513,2026-03-15
Jordan Stay Loyal 3,North America DC - 01,27573.128370337086,30330.441207370797,4135.969255550563,NK-JD-SL3-5657,65.70732634723937,4.349183421684861,3,North America,8602.747753442416,4135.969255550563,68932.82092584271,44,2.7463648227726303,2026-03-15
Yoga Luxe Leggings,EMEA DC - 02,21943.135442351388,24137.44898658653,3291.470316352708,NK-AP-YLL-5550,68.62906488343049,2.644266401046224,2,EMEA,4192.65787396016,3291.470316352708,54857.83860587847,22,1.7634928953943412,2026-03-18
