Activity3.[Activity3],Demand Type.[Demand Type],Supplier.[Supplier Location],Version.[Version Name],Activity1.[Activity1],Activity2.[Activity2],Documents.[OrderlineID],Location.[Location],Time.[Week],Item.[Item],W Procurement Forecast Due to Forecast,W Procurement Forecast Due to Orders,W Procurement Forecast Intermediate with Demand Type Input To R,W Procurement Forecast With Demand Type,W Procurement Forecast With Demand Type within Lead Time
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-53650,EMEA,2026-W14,NK-AP-ECT-9803,3492.8109683127004,1496.9189864197288,4989.729954732429,4989.729954732429,2494.8649773662146
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-56974,North America,2026-W14,NK-AP-TJ-5382,4138.708731241889,1773.732313389381,5912.44104463127,5912.44104463127,2956.220522315635
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-90094,EMEA,2026-W14,NK-BZ-77-5803,6814.823779246283,2920.6387625341217,9735.462541780405,9735.462541780405,4867.731270890203
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-76649,Greater China,2026-W14,NK-AP-ECT-5104,3070.787001679785,1316.0515721484794,4386.838573828265,4386.838573828265,2193.4192869141325
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-15222,Greater China,2026-W14,NK-AP-TJ-9642,1307.7060132524675,560.4454342510575,1868.151447503525,1868.151447503525,934.0757237517626
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-45032,EMEA,2026-W14,NK-IV-3-5987,3583.255289158695,1535.6808382108695,5118.936127369565,5118.936127369565,2559.4680636847825
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-69622,North America,2026-W14,NK-RA-RM-6139,3432.786373018066,1471.1941598648855,4903.980532882952,4903.980532882952,2451.990266441476
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-51708,North America,2026-W14,NK-RA-RM-4784,1592.415157327671,682.4636388547161,2274.8787961823873,2274.8787961823873,1137.4393980911937
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-21034,Greater China,2026-W14,NK-AP-YLL-1021,2715.78771946702,1163.9090226287228,3879.696742095743,3879.696742095743,1939.8483710478715
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-16410,North America,2026-W14,NK-AM-270-1185,6846.050075374346,2934.0214608747197,9780.071536249066,9780.071536249066,4890.035768124533
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-54744,North America,2026-W14,NK-AP-IC-1937,3889.7752010374943,1667.0465147303546,5556.821715767849,5556.821715767849,2778.4108578839246
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-94757,Greater China,2026-W14,NK-MT-9-2483,3823.991757628323,1638.8536104121386,5462.845368040462,5462.845368040462,2731.422684020231
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-50418,APLA,2026-W14,NK-MT-9-2690,1620.3020090258913,694.415146725382,2314.7171557512734,2314.7171557512734,1157.3585778756367
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-20771,APLA,2026-W14,NK-RA-RW-7991,4809.0393800926795,2061.016877182577,6870.056257275257,6870.056257275257,3435.0281286376285
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-18598,APLA,2026-W14,NK-AP-ACG-8841,888.3255275535106,380.710940380076,1269.0364679335867,1269.0364679335867,634.5182339667933
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-19124,EMEA,2026-W14,NK-AM-PLS-6102,6069.262024711232,2601.1122963048138,8670.374321016046,8670.374321016046,4335.187160508023
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-81209,APLA,2026-W14,NK-RT-3-2762,3706.9844987281094,1588.7076423120468,5295.6921410401565,5295.6921410401565,2647.8460705200782
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-39558,Greater China,2026-W14,NK-RA-RM-1285,4631.908170013999,1985.1035014345707,6617.011671448569,6617.011671448569,3308.5058357242847
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-66824,APLA,2026-W14,NK-AP-ECT-6754,1604.6263380511505,687.6970020219217,2292.3233400730724,2292.3233400730724,1146.1616700365362
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-81720,Greater China,2026-W14,NK-AP-TJ-1722,4743.345602387664,2032.8624010232847,6776.2080034109495,6776.2080034109495,3388.1040017054747
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-46523,EMEA,2026-W14,NK-AM-PLS-4244,1596.1976303402917,684.0846987172679,2280.2823290575598,2280.2823290575598,1140.1411645287799
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-35935,Greater China,2026-W14,NK-AM-90-3974,1165.138337401565,499.34500174352786,1664.483339145093,1664.483339145093,832.2416695725465
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-32693,APLA,2026-W14,NK-RA-RW-8742,3992.126203080038,1710.911229891445,5703.037432971483,5703.037432971483,2851.5187164857416
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-27373,APLA,2026-W14,NK-BK-KD16-3152,3251.33976574879,1393.4313281780528,4644.771093926843,4644.771093926843,2322.3855469634213
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-20569,North America,2026-W14,NK-BK-KD16-2118,6977.292900465164,2990.268385913642,9967.561286378806,9967.561286378806,4983.780643189403
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-73503,APLA,2026-W14,NK-AM-PLS-9659,989.5278663112327,424.08337127624264,1413.6112375874754,1413.6112375874754,706.8056187937377
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-25316,EMEA,2026-W14,NK-CV-L-9876,2730.26233414373,1170.1124289187414,3900.3747630624716,3900.3747630624716,1950.1873815312358
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-70429,North America,2026-W14,NK-MT-9-2516,4270.116329312985,1830.0498554198507,6100.166184732836,6100.166184732836,3050.083092366418
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-86742,EMEA,2026-W14,NK-AP-PDF-2055,5651.235244953119,2421.9579621227654,8073.193207075885,8073.193207075885,4036.5966035379424
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-20400,North America,2026-W14,NK-RA-RM-1611,2111.5204013262187,904.9373148540938,3016.4577161803127,3016.4577161803127,1508.2288580901563
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-37785,North America,2026-W14,NK-SB-DLP-4046,6503.745119986142,2787.319337136918,9291.06445712306,9291.06445712306,4645.53222856153
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-78867,North America,2026-W14,NK-JD-SL3-7117,5534.861860146594,2372.0836543485407,7906.945514495135,7906.945514495135,3953.4727572475676
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-12115,EMEA,2026-W14,NK-AM-90-8548,6559.247365750049,2811.1060138928783,9370.353379642927,9370.353379642927,4685.176689821464
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-93059,APLA,2026-W14,NK-SB-DLP-6268,5891.3937102664495,2524.883018685621,8416.27672895207,8416.27672895207,4208.138364476035
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-29010,EMEA,2026-W14,NK-BK-L21-4065,1835.54493736462,786.6621160134086,2622.207053378029,2622.207053378029,1311.1035266890144
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-49552,Greater China,2026-W14,NK-AP-TJ-2030,954.7381100589336,409.173475739543,1363.9115857984766,1363.9115857984766,681.9557928992383
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-84252,Greater China,2026-W14,NK-AP-ACG-6008,3545.265379388117,1519.399448309193,5064.66482769731,5064.66482769731,2532.332413848655
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-32023,EMEA,2026-W14,NK-AM-90-6034,802.077884112325,343.74766461956784,1145.825548731893,1145.825548731893,572.9127743659465
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-75839,North America,2026-W14,NK-BK-KD16-7752,904.8279947198662,387.7834263085141,1292.6114210283804,1292.6114210283804,646.3057105141902
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-82890,North America,2026-W14,NK-AP-YLL-8331,4930.287965454803,2112.9805566234872,7043.268522078291,7043.268522078291,3521.6342610391457
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-33910,APLA,2026-W14,NK-AM-90-4119,6127.2896346087255,2625.981271975168,8753.270906583894,8753.270906583894,4376.635453291947
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-43824,APLA,2026-W14,NK-RA-RW-5422,3341.6935202859145,1432.1543658368205,4773.847886122735,4773.847886122735,2386.9239430613675
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-23192,North America,2026-W14,NK-AM-270-3991,6389.285780300486,2738.265334414494,9127.551114714981,9127.551114714981,4563.7755573574905
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-14270,APLA,2026-W14,NK-AP-SFJ-8598,5802.891702616354,2486.9535868355806,8289.845289451936,8289.845289451936,4144.922644725968
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-56902,EMEA,2026-W14,NK-ZP-40-3353,951.3123636629597,407.705298712697,1359.0176623756568,1359.0176623756568,679.5088311878284
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-47747,Greater China,2026-W14,NK-RA-RW-5773,4435.950554687423,1901.12166629461,6337.072220982033,6337.072220982033,3168.5361104910166
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-49973,North America,2026-W14,NK-AP-ACG-1009,2532.9366856666998,1085.544293857157,3618.480979523857,3618.480979523857,1809.2404897619285
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-14902,Greater China,2026-W14,NK-MT-9-4199,1792.4325438684023,768.185375943601,2560.6179198120035,2560.6179198120035,1280.3089599060017
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-60168,APLA,2026-W14,NK-AP-TJ-3341,888.285633425578,380.6938428966763,1268.9794763222544,1268.9794763222544,634.4897381611272
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-90637,North America,2026-W14,NK-MT-9-2659,5508.7076179596925,2360.874693411297,7869.58231137099,7869.58231137099,3934.791155685495
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-17037,APLA,2026-W14,NK-AP-SFJ-5427,5487.067738855152,2351.600459509351,7838.668198364504,7838.668198364504,3919.334099182252
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-64824,Greater China,2026-W14,NK-BK-L21-3919,5675.943058100552,2432.5470249002365,8108.490083000788,8108.490083000788,4054.245041500394
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-56747,APLA,2026-W14,NK-AP-TJ-1528,3442.144190073939,1475.204652888831,4917.3488429627705,4917.3488429627705,2458.6744214813853
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-71414,APLA,2026-W14,NK-IV-3-2198,5101.741653191576,2186.4607085106754,7288.202361702252,7288.202361702252,3644.101180851126
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-61407,APLA,2026-W14,NK-AP-SFJ-6199,6079.470938260968,2605.4875449689866,8684.958483229955,8684.958483229955,4342.479241614978
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-41765,EMEA,2026-W14,NK-BZ-77-3704,2091.038005766269,896.1591453284011,2987.1971510946705,2987.1971510946705,1493.5985755473353
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-54178,Greater China,2026-W14,NK-AM-270-4947,6568.457057647515,2815.0530247060783,9383.510082353594,9383.510082353594,4691.755041176797
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-30968,Greater China,2026-W14,NK-BK-L21-7598,5992.977477285949,2568.4189188368355,8561.396396122786,8561.396396122786,4280.698198061393
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-53218,Greater China,2026-W14,NK-RA-RM-5588,739.0229753461031,316.724132291187,1055.7471076372901,1055.7471076372901,527.8735538186451
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-93379,EMEA,2026-W14,NK-AP-YLL-2094,4117.838421100906,1764.7878947575311,5882.626315858437,5882.626315858437,2941.3131579292185
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-35282,EMEA,2026-W14,NK-AM-PLS-1019,6419.269876242843,2751.1156612469326,9170.385537489776,9170.385537489776,4585.192768744888
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-95388,EMEA,2026-W14,NK-BK-L21-2340,4254.798292813309,1823.4849826342754,6078.283275447585,6078.283275447585,3039.1416377237924
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-85393,EMEA,2026-W14,NK-AP-TJ-5268,3259.894014255297,1397.0974346808416,4656.991448936139,4656.991448936139,2328.4957244680695
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-67544,Greater China,2026-W14,NK-AP-SFJ-9709,3820.239283758815,1637.2454073252063,5457.4846910840215,5457.4846910840215,2728.7423455420108
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-22679,APLA,2026-W14,NK-RA-RM-6398,2742.057040911315,1175.1673032477065,3917.224344159022,3917.224344159022,1958.612172079511
PROD,FORECAST,Chennai Textiles,Baseline FY26,CUT,SEW,PO-17228,Greater China,2026-W14,NK-BZ-77-7573,3402.2786187124184,1458.119408019608,4860.398026732027,4860.398026732027,2430.1990133660133
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-22763,EMEA,2026-W14,NK-BZ-77-4542,4009.8278478082207,1718.4976490606662,5728.325496868887,5728.325496868887,2864.1627484344435
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-24636,EMEA,2026-W14,NK-AP-PDF-2723,846.8197133613681,362.9227342977292,1209.7424476590975,1209.7424476590975,604.8712238295487
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-19358,Greater China,2026-W14,NK-AM-270-5935,6787.399421267579,2908.8854662575336,9696.284887525113,9696.284887525113,4848.1424437625565
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-11295,APLA,2026-W14,NK-RA-RM-5926,1168.3805582740654,500.7345249745995,1669.115083248665,1669.115083248665,834.5575416243325
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-66080,APLA,2026-W14,NK-AP-YLL-1061,2261.4019019640696,969.172243698887,3230.5741456629567,3230.5741456629567,1615.2870728314783
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-54692,APLA,2026-W14,NK-BZ-77-4292,6144.745932107625,2633.4625423318394,8778.208474439465,8778.208474439465,4389.104237219733
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-86410,Greater China,2026-W14,NK-AP-TJ-5268,2647.379408923337,1134.5911752528589,3781.970584176196,3781.970584176196,1890.985292088098
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-47574,North America,2026-W14,NK-AP-TJ-4129,5460.383033307952,2340.1641571319797,7800.547190439933,7800.547190439933,3900.2735952199664
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-19221,North America,2026-W14,NK-AP-IC-6610,4126.443942231901,1768.4759752422433,5894.919917474144,5894.919917474144,2947.459958737072
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-59205,Greater China,2026-W14,NK-RT-3-7467,2646.5664720924447,1134.2427737539049,3780.8092458463498,3780.8092458463498,1890.4046229231749
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-42996,North America,2026-W14,NK-RA-RM-1611,2463.479376687306,1055.776875723131,3519.256252410437,3519.256252410437,1759.6281262052185
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-12067,North America,2026-W14,NK-AM-PLS-5507,2791.467456510332,1196.3431956472853,3987.8106521576174,3987.8106521576174,1993.9053260788087
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-12382,Greater China,2026-W14,NK-AM-90-8025,3788.477057037352,1623.6330244445796,5412.110081481932,5412.110081481932,2706.055040740966
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-15646,APLA,2026-W14,NK-IV-3-5974,3989.227660013389,1709.6689971485955,5698.896657161985,5698.896657161985,2849.4483285809924
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-92525,Greater China,2026-W14,NK-AP-PDF-1609,3303.8428702126425,1415.9326586625612,4719.775528875204,4719.775528875204,2359.887764437602
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-25731,North America,2026-W14,NK-AP-SFJ-7733,5751.884012467103,2465.0931482001874,8216.977160667291,8216.977160667291,4108.488580333646
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-62585,EMEA,2026-W14,NK-AM-90-5820,3273.3800876791993,1402.8771804339426,4676.257268113142,4676.257268113142,2338.128634056571
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-71020,EMEA,2026-W14,NK-JD-SL3-7474,961.8818160037052,412.235064001588,1374.1168800052933,1374.1168800052933,687.0584400026466
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-43196,EMEA,2026-W14,NK-RA-RW-4662,703.2973683813092,301.41315787770395,1004.7105262590132,1004.7105262590132,502.3552631295066
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-60876,Greater China,2026-W14,NK-SB-DLP-5590,3907.4106380950934,1674.6045591836116,5582.015197278705,5582.015197278705,2791.0075986393526
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-80751,EMEA,2026-W14,NK-AP-PDF-4195,1493.729515589232,640.1697923953851,2133.8993079846173,2133.8993079846173,1066.9496539923086
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-83077,North America,2026-W14,NK-BK-L21-2346,4583.885847026181,1964.5225058683634,6548.408352894545,6548.408352894545,3274.2041764472724
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-74075,APLA,2026-W14,NK-AM-90-8606,2489.8362816177664,1067.0726921219,3556.9089737396666,3556.9089737396666,1778.4544868698333
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-16385,North America,2026-W14,NK-IV-3-4066,6438.221659221488,2759.2378539520664,9197.459513173555,9197.459513173555,4598.7297565867775
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-40113,APLA,2026-W14,NK-AP-ECT-1528,6118.455883088967,2622.1953784667003,8740.651261555668,8740.651261555668,4370.325630777834
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-38911,APLA,2026-W14,NK-AP-PDF-7507,5403.835801908104,2315.9296293891875,7719.765431297292,7719.765431297292,3859.882715648646
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-53480,EMEA,2026-W14,NK-AM-PLS-7308,5983.7654807855915,2564.4709203366824,8548.236401122274,8548.236401122274,4274.118200561137
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-33212,APLA,2026-W14,NK-AM-PLS-5283,2538.9991578277954,1088.1424962119124,3627.141654039708,3627.141654039708,1813.570827019854
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-63529,EMEA,2026-W14,NK-AP-YLL-1236,4862.273376936396,2083.8314472584552,6946.104824194851,6946.104824194851,3473.0524120974255
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-77682,APLA,2026-W14,NK-SB-DLP-7154,4169.481926790489,1786.9208257673524,5956.402752557841,5956.402752557841,2978.2013762789206
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-18885,EMEA,2026-W14,NK-AP-YLL-3544,6138.2917271641945,2630.6964544989405,8768.988181663135,8768.988181663135,4384.4940908315675
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-29052,APLA,2026-W14,NK-BZ-77-5798,5216.698634701317,2235.7279863005647,7452.426621001882,7452.426621001882,3726.213310500941
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-86275,APLA,2026-W14,NK-AP-YLL-9134,2663.635470787825,1141.5580589090678,3805.1935296968927,3805.1935296968927,1902.5967648484464
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-48847,Greater China,2026-W14,NK-CV-L-3499,3548.886386178089,1520.9513083620384,5069.837694540128,5069.837694540128,2534.918847270064
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-78140,Greater China,2026-W14,NK-AM-90-8043,3927.4166309611974,1683.1785561262275,5610.595187087425,5610.595187087425,2805.2975935437125
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-71004,EMEA,2026-W14,NK-AP-YLL-8857,5679.361697415324,2434.0121560351386,8113.373853450463,8113.373853450463,4056.6869267252314
PROD,FORECAST,Saigon Premium,Baseline FY26,CUT,SEW,PO-98567,Greater China,2026-W14,NK-AM-270-3246,4858.999269240026,2082.4282582457254,6941.427527485751,6941.427527485751,3470.7137637428755
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-24240,APLA,2026-W14,NK-SB-DLP-4118,6978.079603463631,2990.6055443415567,9968.685147805189,9968.685147805189,4984.342573902594
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-58665,North America,2026-W14,NK-AM-PLS-7664,2848.0020446417766,1220.5723048464758,4068.5743494882527,4068.5743494882527,2034.2871747441263
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-54117,North America,2026-W14,NK-JD-SL3-9315,1007.9647631034635,431.9848984729129,1439.9496615763765,1439.9496615763765,719.9748307881882
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-75539,North America,2026-W14,NK-IV-3-9834,5324.18528239326,2281.7936924542546,7605.978974847515,7605.978974847515,3802.9894874237575
PROD,FIRM,Saigon Premium,Baseline FY26,CUT,SEW,PO-43314,EMEA,2026-W14,NK-BZ-77-5958,6361.919859978354,2726.537082847866,9088.45694282622,9088.45694282622,4544.22847141311
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-26249,EMEA,2026-W14,NK-AM-270-5819,2310.00836288501,990.0035840935756,3300.0119469785855,3300.0119469785855,1650.0059734892927
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-52169,APLA,2026-W14,NK-ZP-40-4704,2743.182615771822,1175.649692473638,3918.83230824546,3918.83230824546,1959.41615412273
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-92749,Greater China,2026-W14,NK-AP-ACG-5042,6565.5634438121515,2813.8129044909224,9379.376348303074,9379.376348303074,4689.688174151537
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-31617,Greater China,2026-W14,NK-AP-PDF-5193,2789.1605106800926,1195.3545045771825,3984.515015257275,3984.515015257275,1992.2575076286375
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-49236,EMEA,2026-W14,NK-JD-SL3-4034,3875.0908124115263,1660.7532053192256,5535.844017730752,5535.844017730752,2767.922008865376
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-46485,Greater China,2026-W14,NK-MT-9-8109,5103.719124745096,2187.308196319327,7291.0273210644245,7291.0273210644245,3645.5136605322123
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-72559,APLA,2026-W14,NK-AP-TJ-4304,4115.206609227345,1763.659975383148,5878.866584610494,5878.866584610494,2939.433292305247
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-57611,EMEA,2026-W14,NK-AM-PLS-9405,3117.7015888138376,1336.157823777359,4453.859412591197,4453.859412591197,2226.9297062955984
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-29331,Greater China,2026-W14,NK-RA-RM-5625,4005.2522622933257,1716.5366838399966,5721.7889461333225,5721.7889461333225,2860.8944730666612
PROD,FIRM,Dhaka Garments,Baseline FY26,CUT,SEW,PO-88506,EMEA,2026-W14,NK-AP-TJ-8330,6691.279925483558,2867.6913966358106,9558.971322119369,9558.971322119369,4779.485661059684
PROD,FIRM,Chennai Textiles,Baseline FY26,CUT,SEW,PO-74248,EMEA,2026-W14,NK-BZ-77-7007,2551.073895185777,1093.3173836510473,3644.3912788368243,3644.3912788368243,1822.1956394184122
PROD,FIRM,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-97056,APLA,2026-W14,NK-AP-ECT-6078,3650.8454821463183,1564.6480637769935,5215.493545923312,5215.493545923312,2607.746772961656
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-82741,North America,2026-W14,NK-AP-IC-7807,5763.703128917186,2470.1584838216513,8233.861612738838,8233.861612738838,4116.930806369419
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-47298,Greater China,2026-W14,NK-RA-RW-4146,5827.943266756453,2497.6899714670512,8325.633238223505,8325.633238223505,4162.8166191117525
PROD,FORECAST,Monterrey Logistics,Baseline FY26,CUT,SEW,PO-10444,North America,2026-W14,NK-SB-DLP-6340,4552.659958401155,1951.1399821719233,6503.799940573078,6503.799940573078,3251.899970286539
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-58544,EMEA,2026-W14,NK-AM-270-5819,4053.0733224141013,1737.0314238917579,5790.104746305859,5790.104746305859,2895.0523731529297
PROD,FORECAST,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-74057,APLA,2026-W14,NK-AP-TJ-5382,6403.975387337607,2744.560880287546,9148.536267625153,9148.536267625153,4574.268133812577
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-87528,APLA,2026-W14,NK-IV-3-1841,3775.9254069847566,1618.2537458506101,5394.179152835367,5394.179152835367,2697.0895764176835
PROD,FIRM,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-67122,APLA,2026-W14,NK-VF-3-2442,6735.2205847926325,2886.523107768271,9621.743692560904,9621.743692560904,4810.871846280452
PROD,FORECAST,Jakarta Apparel,Baseline FY26,CUT,SEW,PO-17313,North America,2026-W14,NK-BK-JA1-6280,6875.685660346133,2946.7224258626284,9822.408086208761,9822.408086208761,4911.204043104381
PROD,FIRM,Guangzhou Footwear,Baseline FY26,CUT,SEW,PO-95721,Greater China,2026-W14,NK-BK-L21-2915,3353.168544831382,1437.0722334991638,4790.240778330546,4790.240778330546,2395.120389165273
PROD,FORECAST,Dhaka Garments,Baseline FY26,CUT,SEW,PO-43333,North America,2026-W14,NK-AP-ACG-5442,1999.9435912394054,857.1186819597452,2857.0622731991507,2857.0622731991507,1428.5311365995753
